id,date,meal,price,is_vegetarian
2,2020-02-06,Sojasgeschnetzeltes mit rotem Zwiebelgemüse und Süßkartoffelpüree,2.1,1
3,2020-02-06,"Chili con Carne mit Paprika, Rindermett, Mais und Chilibohnen auf Kräuterreis",2.1,0
4,2020-02-06,Ratsherrengeschnetzeltes mit Buttererbsengemüse und Mandel-Kartoffelbällchen,3.1,0
5,2020-02-06,"Tortelloni """"""""Ricotta"""""""" in Tomaten-Basilikumsoße",2.1,0
6,2020-02-06,Putenschnitzel mit Paprika-Maisgemüse und Pommes frites,2.7,0
7,2020-02-06,Puten-Gulaschsuppe,1.3,0
8,2020-02-06,Minestrone,0.5,1
207,2020-02-07,"Tomaten-Cremesuppe, 2 hausgemachte Eierkuchen mit Apfelmus, Zimt-Zucker und Sahnedip",1.6,1
208,2020-02-07,"Jagdwurstschnitzel mit Tomatensoße, Bio-Spirelli und Weißkohlsalat",2.1,0
209,2020-02-07,"Hähnchenbrust """"""""Chicken Tikka Massala"""""""" mit Basmatireis",2.4,0
210,2020-02-07,"Brokkoli-Nussecke mit Quarkdip und Pommes frites, dazu Kopfsalat",2.1,1
211,2020-02-07,Wildschweingulasch mit Waldpilzen und Preiselbeersahne auf Eierspätzle,3.6,1
322,2020-02-07,Rote Zwiebel-Cremesuppe,0.5,1
341,2020-02-07,Bunte Karotten-Suppe,0.5,1
592,2020-03-05,Pasta mit Thunfisch-Zucchinisauce,1.6,0
593,2020-03-05,Bio-Spirelli mit Bolognesesoße und Reibekäse,1.85,0
594,2020-03-05,Thüringer Bratwurst mit Sauerkraut und Kartoffelpüree,3.1,0
595,2020-03-05,Mediterranes Sojageschnetzeltes mit Reiskorn-Nudeln,1.6,1
596,2020-03-05,"Putensteak in Senf-Sahnesoße, Brokkoligemüse, Pommes Twister",3.6,0
597,2020-03-05,Minestrone,0.5,1
598,2020-03-05,Rindfleischsuppe,1.3,0
599,2020-03-05,Kartoffelsuppe,0.9,0
624,2020-03-05,Puten-Leberragout in Rotweinsoße mit Katoffelpürree,1.6,0
743,2020-03-06,Kräuter-Radieschen-Quark mit Butter oder Olivenoel und Petersilienkartoffeln,1.6,1
744,2020-03-06,"Gefüllte Paprikaschote mit Tomatensoße und Kräuterreis, dazu Gurkensalat",1.85,0
745,2020-03-06,"Paniertes Schollenfilet mit Salsa-Dip, Buttererbsen und Pommes frites",3.1,0
746,2020-03-06,"Rote Linsen mit Kokos-Curry  , dazu einen Soja-Bananen-Shake",1.6,1
747,2020-03-06,Deftiges Bauernfrühstück mit frischer Brühgurke,2.7,0
809,2020-03-06,Karotten-Ingwersuppe,0.5,1
810,2020-03-06,Broccolicremesuppe,0.5,1
950,2020-03-09,"Spaghetti mit Bolognese von roten Linsen, gerne auch als vegane Variante",1.6,0
951,2020-03-09,"Schweinegulasch mit Sauerkraut, dazu Petersilienkartoffeln",2.7,0
952,2020-03-09,Texaspfanne: geschmorte Rindfleischstreifen mit Gemüse und Country Potatoes,2.4,0
953,2020-03-09,Hirtenkäse gebacken auf feurigem Gemüseratatouille an Risoleekartoffeln,2.7,1
954,2020-03-09,"Hähnchenbrust mit Bohnen-Mais-Gemüse in scharfer Barbecuesoße, dazu Kartoffelecken",2.4,0
955,2020-03-09,Koreanische Hähnchen-Gemüsesuppe,1.3,0
956,2020-03-09,Käsesuppe,0.5,1
1018,2020-03-09,Bolognesesuppe,0.9,0
1019,2020-03-09,Süßkartoffelsuppe,1.3,1
1085,2020-03-10,"Hackfleischfrikadelle mit Quarkdip, Balkangemüse und Pommes Crinkle",2.1,0
1086,2020-03-10,"Schweinegeschnetzeltes mit grünem Pfeffer, Mandelbrokkoli und Spätzle",2.4,0
1087,2020-03-10,Soja-Gemüsesuppe,1.3,1
1088,2020-03-10,Gulaschsuppe,1.3,0
1093,2020-03-10,Farfalle mit Tomaten-Paprikasoße,1.6,1
1102,2020-03-10,Kartoffelsuppe mit Bockwurstscheibe,0.9,0
1103,2020-03-10,Karotten-Ingwersuppe,0.5,1
1107,2020-03-10,"Bratkartoffeln """"""""Jäger Art"""""""" mit Jagdwurst und Champignon-Lauchzwiebeln dazu Salat",2.7,0
1109,2020-03-10,Gebackener Zander mit Knoblauch und Sojasoße an Schopskasalat mit Schafskäse und Kräuterbaguette,4.9,0
1110,2020-03-10,Tortellini Formaggio mit Tomaten-Paprikasoße,2.1,1
1248,2020-03-11,"Bratkartoffeln """"""""Jäger Art"""""""" mit Jagdwurst und Champignon-Lauchzwiebeln dazu Salat",2.7,0
1249,2020-03-11,"Hackfleischfrikadelle mit Quarkdip, Balkangemüse und Pommes Crinkle",1.85,0
1250,2020-03-11,Gebackener Zander mit Knoblauch und Sojasoße an Schopskasalat mit Schafskäse und Kräuterbaguette,4.9,0
1251,2020-03-11,Tortellini Formaggio mit Tomaten-Paprikasoße,2.1,1
1252,2020-03-11,Farfalle mit Tomaten-Paprikasoße,1.6,1
1253,2020-03-11,"Schweinegeschnetzeltes mit grünem Pfeffer, Mandelbrokkoli und Spätzle",2.4,0
1254,2020-03-11,Kartoffelsuppe mit Bockwurstscheibe,0.9,0
1255,2020-03-11,Karotten-Ingwersuppe,0.5,1
1258,2020-03-11,Pennenudeln mit Bohnen-Tomaten-Ragout,1.6,1
1259,2020-03-11,"Rostbrätel """"""""Thüringer Art"""""""" mit Kräuterzwiebeln, Kartoffelsalat und Salatbeilage",3.1,0
1260,2020-03-11,Hähnchenbrust in Knusperpanade mit bunten Gemüse und Pommes frites,2.7,0
1261,2020-03-11,Kartoffel-Lauchgratin mit Tomaten und Blauschimmelkäse überbacken,2.4,1
1262,2020-03-11,"Rinderhacksteak gefüllt mit Hirtenkäse, dazu Letschogemüse und Pommes frites",2.7,0
1263,2020-03-11,Rindfleisch-Gemüsesuppe,1.3,0
1264,2020-03-11,ungarischer Sojatopf,1.3,1
1342,2020-03-11,Gemüsebrühe mit Einlage,0.9,0
1343,2020-03-11,mediterane Tomatensuppe,0.5,1
1463,2020-03-12,Pennenudeln mit Bohnen-Tomaten-Ragout,1.6,1
1464,2020-03-12,"Rostbrätel """"""""Thüringer Art"""""""" mit Kräuterzwiebeln, Kartoffelsalat und Salatbeilage",3.6,0
1465,2020-03-12,Hähnchenbrust in Knusperpanade mit bunten Gemüse und Pommes frites,2.7,0
1466,2020-03-12,Kartoffel-Lauchgratin mit Tomaten und Blauschimmelkäse überbacken,2.4,1
1467,2020-03-12,"Rinderhacksteak gefüllt mit Hirtenkäse, dazu Letschogemüse und Pommes frites",3.1,0
1468,2020-03-12,Gemüsebrühe mit Einlage,0.9,0
1469,2020-03-12,mediterane Tomatensuppe,0.5,1
1472,2020-03-12,Süßkartoffel-Kokos-Soja-Curry mit Tomatenbulgur,1.6,1
1473,2020-03-12,Schweineleber in Rahmsoße mit Stampfkartoffeln und Tomatensalat,2.1,0
1474,2020-03-12,"Reispfanne """"""""Spanische Art"""""""" mit Shrimps, Tomaten, Paprika und gegrillter Hähnchenkeule",2.7,0
1475,2020-03-12,"Tomatensuppe, Kartoffelpuffer mit Apfelmus und Sahnetupfer",1.85,1
1476,2020-03-12,"Schweinesteak """"""""Au four"""""""" mit Reibekäse überbacken an Fingermöhren und Pommes frites",3.1,0
1477,2020-03-12,Steckrübensuppe,0.5,1
1478,2020-03-12,italienische Putensuppe,1.3,0
1547,2020-03-12,Minestrone,0.5,1
1548,2020-03-12,Bolognesesuppe,0.9,0
1657,2020-03-13,Süßkartoffel-Kokos-Soja-Curry mit Tomatenbulgur,1.6,1
1658,2020-03-13,Schweineleber in Rahmsoße mit Stampfkartoffeln und Tomatensalat,2.1,0
1659,2020-03-13,"Reispfanne """"""""Spanische Art"""""""" mit Shrimps, Tomaten, Paprika und gegrillter Hähnchenkeule",3.1,0
1660,2020-03-13,"Tomatensuppe, Kartoffelpuffer mit Apfelmus und Sahnetupfer",1.85,1
1661,2020-03-13,"Schweinesteak """"""""Au four"""""""" mit Reibekäse überbacken an Fingermöhren und Pommes frites",3.6,0
1662,2020-03-13,Minestrone,0.5,1
1663,2020-03-13,Bolognesesuppe,0.9,0
1666,2020-03-13,"""""""""Borschtsch""""",1.85,0
1667,2020-03-13,Gedünsteter Seelachs mit Meerretich Dip auf Gemüsebett und Basmatireis,2.4,0
1668,2020-03-13,"Gefüllte Paprikaschote mit Tomatensoße und Kräuterreis, dazu Gurkensalat",1.85,0
1669,2020-03-13,Broccoli-Nuggets auf Lauch-Rahmsoße mit Petersilienkartoffeln,1.6,1
1670,2020-03-13,"Putensteak mit Rahm-Champignons, buntem Gemüse und Pommes frites",3.6,0
1671,2020-03-13,Champignon-Lauchsuppe,1.3,1
1672,2020-03-13,Kartoffelsuppe,0.5,1
1731,2020-03-13,Gedünsteter Seelachs mit Kräuter-Zitronen Dip auf Gemüsebett und Jasminreis,3.1,0
1742,2020-03-13,rote Linsensuppe,0.9,1
1743,2020-03-13,Schweinefleischsuppe,1.3,0
1801,2020-03-13,"Hähnchenschnitzel mit Rahm-Champignons, buntem Gemüse und Pommes frites",2.7,0
1887,2020-03-14,"""""""""Borschtsch""""",1.85,0
1888,2020-03-14,Gedünsteter Seelachs mit Kräuter-Zitronen Dip auf Gemüsebett und Jasminreis,3.1,0
1889,2020-03-14,"Gefüllte Paprikaschote mit Tomatensoße und Kräuterreis, dazu Gurkensalat",1.85,0
1890,2020-03-14,Broccoli-Nuggets auf Lauch-Rahmsoße mit Petersilienkartoffeln,1.6,1
1891,2020-03-14,"Hähnchenschnitzel mit Rahm-Champignons, buntem Gemüse und Pommes frites",2.7,0
1892,2020-03-14,rote Linsensuppe,0.9,1
1893,2020-03-14,Schweinefleischsuppe,1.3,0
1899,2020-03-16,Rote Linsensuppe mit Fladenbrot,1.6,1
1900,2020-03-16,Bolognese vom Schwein mit italienischem Hartkäse auf Chili Bandnudeln,1.85,0
1901,2020-03-16,"Schweineschnitzel """"""""Wiener Art"""""""" mit Kaisergemüse und Pommes frites",3.1,0
1902,2020-03-16,"Minestrone, 3 Quarkkäulchen mit Sauerkirsch-Gelee, Zimtzucker und Sahnedip",2.4,1
1903,2020-03-16,"Hähnchen-Bruststeak in Sesamkruste mit Basilikum-Knoblauchsoße, Pfannengemüse und Kartoffelgnocchi",3.6,0
1966,2020-03-16,"Borschtsch, Gemüseeintopf mit Rindfleisch, Roten Rüben und Sauerrahm, dazu Fladenbrot",1.85,0
2041,2020-03-17,"Zartweizen mit Maronen und Kürbis, dazu Erbsen-Guacamole",1.6,1
2042,2020-03-17,Regional: Gönnataler Putenschwarzbierfleisch mit Kohlrabigemüse und Petersilienkartoffeln,3.1,0
2043,2020-03-17,Feuriges Gemüse- Fischcurry mit Ingwerreis,2.4,0
2044,2020-03-17,"Tomaten-Kräuterrührei mit Bratkartoffeln, dazu Mischsalat",2.1,1
2045,2020-03-17,"Schweinesteak """"""""Lugano"""""""" mit Tomaten-Schinkenragout gratiniert, Buttererbsen und Crinkle Pommes",3.1,0
2093,2020-03-17,Regional: Gönnataler Putenschwarzbierfleisch mit Kohlrabigemüse und Kroketten,3.1,0
2098,2020-03-17,Regional: Gönnataler Putenschwarzbierfleisch mit Kohlrabi-Karottengemüse und Kroketten,3.1,0
2109,2020-03-17,"Schweineschnitzel """"""""Wiener Art"""""""" mit Kaisergemüse und Pommes frites",3.1,0
2110,2020-03-17,"Schweineschnitzel """"""""Wiener Art"""""""" mit Buttererbsen und Pommes frites",3.1,0
2241,2020-03-18,"Orientalische Linsen-Kürbis-Birnen-Suppe, dazu ein Vollkornbrötchen",1.6,1
2242,2020-03-18,"Schweineleber mit Apfel-Zwiebelsoße, Kartoffelpürree und Weißkohl-Karottensalat",2.1,0
2243,2020-03-18,"Pelmeni Pute mit Smetana Dip, dazu Rote Bete- Salat",2.4,0
2244,2020-03-18,"Thüringer Genußtaler mit Ackerbohne und Soja-Tomaten-Kräuter-Dip, dazu Krautsalat und Pommes frites",2.7,1
2245,2020-03-18,Rinderbraten mit Apfelrotkohl und Klößen,3.6,0
2386,2020-03-19,Sojasteak mit rotem Zwiebelgemüse und Süßkartoffelpüree,1.85,1
2387,2020-03-19,Bolognese vom Schwein mit Reibwekäse und Hartweizennudeln,1.6,0
2388,2020-03-19,Ratsherrengeschnetzeltes mit Buttererbsengemüse und Mandel-Kartoffelbällchen,3.1,0
2389,2020-03-19,"Tortelloni """"""""Ricotta"""""""" in Tomaten-Basilikumsoße",2.1,0
2390,2020-03-19,Putenschnitzel mit Paprika-Maisgemüse und Pommes frites,2.7,0
2554,2020-03-20,"Tomaten-Cremesuppe, 2 hausgemachte Eierkuchen mit Apfelmus, Zimt-Zucker und Sahnedip",1.6,1
2555,2020-03-20,Riesen Currybratwurst mit Gewürz- Ketchupdip und Pommes frites,2.1,0
2556,2020-03-20,"Hähnchenbruststeak mit Kokos-Curry-Soße, Zuckerschoten und Jasminreis",2.7,0
2557,2020-03-20,"Brokkoli-Nussecke mit Quarkdip und Pommes frites, dazu Kopfsalat",2.1,1
2558,2020-03-20,Wildschweingulasch mit Waldpilzen und Preiselbeersahne auf Eierspätzle,3.6,1
4856,2020-05-25,Kartoffel-Erbseneintopf mit Schweinefleisch und Wiener Wurst,2.1,0
4857,2020-05-25,Käsehackbraten in Kräuter-Rahmsoße mit Fingermöhren und Petersilienkartoffeln,2.4,0
4858,2020-05-25,"Vegetarische Sojabolognese auf Spaghetti, gerne auch als vegane Variante",1.6,0
4859,2020-05-25,Hähnchenbrustfilet in Knusperpanade mit Mischgemüse und Twister,3.6,0
4994,2020-05-26,"Kartoffel-Curry mit Mango, Cherrytomaten und Lauch",1.85,1
4995,2020-05-26,"Bandnudeln mit Shrimps in Tomaten-Weinbrand-Rahm, dazu Tomaten-Rucolasalat",2.1,0
4996,2020-05-26,"Nudelauflauf """"""""Grieschische Art"""""""" mit Ratatouille und Hirtenkäse",2.1,1
4997,2020-05-26,"Gegrilltes Putensteak mit Geflügelsoße, Gemüseallerlei und Pommes Frites",3.6,0
5052,2020-05-26,Kartoffel-Erbseneintopf mit Schweinefleisch und Wiener Wurst-Einlage,0.9,0
5075,2020-05-26,Hähnchenbrustfilet in Knusperpanade mit buntem Gemüse und Pommes frites,2.7,0
5088,2020-05-26,"Vegetarische Sojabolognese auf Nudeln, gerne auch als vegane Variante",1.6,0
5174,2020-05-27,Tomaten- Chili- Knoblauch- Spaghetti mit Tofu,1.6,1
5175,2020-05-27,"Käse- Lauch-Suppe mit Hackfleisch und Pilzen, Brot oder Brötchen",2.1,0
5176,2020-05-27,"Thüringer Genußtaler mit Ackerbohne und Soja-Tomaten-Kräuter-Dip, dazu Krautsalat und Pommes frites",2.7,1
5177,2020-05-27,"Holzfällersteak mit Champignon-Kräuter- Zwiebeln, Farmergemüse und Kartoffelspalten",3.1,0
5316,2020-05-28,Königsberger Klopse in Kapernsoße mit Petersilienkartoffeln und Rote-Betesalat,1.85,0
5317,2020-05-28,Chili con Carne mit Kartoffel Wedges oder Reis,2.4,0
5318,2020-05-28,"Gemüse- Couscous mit Tofu, Backpflaumen und Aprikosen",1.6,1
5319,2020-05-28,"Hähnchenbrustfilet """"""""Formaggio"""""""" mit Tomaten-Zucchini-Gemüse und Pommes frites",3.1,0
5397,2020-05-28,Tomaten- Chili- Knoblauch- Spaghetti mit Tofu,1.6,1
5473,2020-05-29,"Minestrone, Hefeklöße mit Beerensoße und Sahnehäubchen",1.6,1
5474,2020-05-29,Thailändisches Putengeschnetzeltes mit Jasmin-Duftreis,2.7,0
5475,2020-05-29,"Süßkartoffeleintopf aus dem Kongo, dazu ein Weizenbrötchen",2.1,1
5476,2020-05-29,"Schweinesteak """"""""Strindberg"""""""" mit Zwiebel-Senfkruste, Sommergemüse und Pommes frites",3.1,0
5539,2020-05-29,"Schweineschnitzel XL, Sommergemüse und Pommes frites",3.1,0
5594,2020-06-02,Auberginen im Haferflockenmantel mit Tomatensoße und Gemüse-Bulgur,1.6,1
5595,2020-06-02,Gebratene Schupfnudeln mit Pesto auf Kassler-Sauerkraut,2.7,0
5596,2020-06-02,"Putenschnitzel mit Kräuter-Tomatensoße auf Wellen-Bandnudeln, dazu Eisbergsalat",3.1,0
5597,2020-06-02,Bunter Gemüse-Mix mit Schnittlauch-Kräuterrahm auf Kartoffelrösti,1.85,1
5732,2020-06-03,Wok-Gemüse-Reis mit Mungobohnen-Sprossen und gerösteten Cashew-Kernen,1.85,1
5733,2020-06-03,Pasta mit Thunfisch-Zucchinisauce,1.6,0
5734,2020-06-03,"Hackfleischröllchen mit Quarkdip, Balkangemüse und Pommes Crinkle",2.1,0
5735,2020-06-03,"Rindfleischpfanne """"""""Art Stroganoff"""""""" mit Champignons, Gurken und Sauerrahm, dazu Spätzle",2.4,0
5736,2020-06-03,Mediterranes Sojageschnetzeltes mit Reiskorn-Nudeln,1.6,1
5811,2020-06-03,Gebratene Schupfnudeln mit Pesto auf Kassler-Sauerkraut,2.4,0
5871,2020-06-04,Pikante Sesamnudeln mit asiatischem Pfannengemüse,1.85,1
5872,2020-06-04,Thüringer Bratwurst mit Sauerkraut und Kartoffelpüree,2.7,0
5873,2020-06-04,Bio-Spirelli mit Bolognesesoße und Reibekäse,1.85,0
5874,2020-06-04,Camembert gebacken mit Tomatensauce oder Preiselbeeren an Pommes frites und Kopfsalat,2.7,1
6015,2020-06-05,Kräuter-Radieschen-Quark mit Butter oder Olivenoel und Petersilienkartoffeln,1.6,1
6016,2020-06-05,Deftiges Bauernfrühstück mit frischer Brühgurke,2.7,0
6017,2020-06-05,"Paniertes Schollenfilet mit Salsa-Dip, Buttererbsen und Pommes frites",3.1,0
6018,2020-06-05,"Rote Linsen mit Kokos-Curry  , dazu einen Soja-Bananen-Shake",1.6,1
6159,2020-06-08,"Spaghetti mit Bolognese von roten Linsen, gerne auch als vegane Variante",1.6,0
6160,2020-06-08,"Schweinegeschnetzeltes mit grünem Pfeffer, Mandelbrokkoli und Spätzle",2.4,0
6161,2020-06-08,Hirtenkäse gebacken auf feurigem Gemüseratatouille an Risoleekartoffeln,2.7,1
6162,2020-06-08,"Hähnchenbrust mit Bohnen-Mais-Gemüse in scharfer Barbecuesoße, dazu Kartoffelecken",3.1,0
6297,2020-06-09,Wok-Gemüse-Reis mit Mungobohnen-Sprossen und gerösteten Cashew-Kernen,1.85,1
6298,2020-06-09,Gebackener Zander mit Knoblauch und Sojasoße an Schopskasalat mit Schafskäse und Kräuterbaguette,4.9,0
6299,2020-06-09,"Tortelloni """"""""Ricotta"""""""" in Tomaten-Basilikumsoße",2.4,0
6300,2020-06-09,Rinderacksteak mit Hirtenkäse dazu Letschogemüse und Pommes frites,3.1,0
6428,2020-06-10,Pennenudeln mit Bohnen-Tomaten-Ragout,1.6,1
6429,2020-06-10,"Rostbrätel """"""""Thüringer Art"""""""" mit Kräuterzwiebeln, Kartoffelsalat und Salatbeilage",3.6,0
6430,2020-06-10,"Reispfanne """"""""Spanische Art"""""""" mit Shrimps, Tomaten, Paprika und gegrillter Hähnchenkeule",3.1,0
6431,2020-06-10,"Salatplatte von Frischkostsalaten, Kräuterrührei und Zwiebelbratkartoffeln",2.7,1
6499,2020-06-10,Nudeln mit Bolognesesoße,1.85,0
6517,2020-06-10,Nudeln mit Tomatensoße und Frikadelle,1.85,0
6594,2020-06-11,Süßkartoffel-Kokos-Soja-Curry mit Tomatenbulgur,1.6,1
6595,2020-06-11,Schweineleber in Rahmsoße mit Stampfkartoffeln und Tomatensalat,1.85,0
6596,2020-06-11,"Tomatensuppe, Kartoffelpuffer mit Apfelmus und Sahnetupfer",1.85,1
6597,2020-06-11,"Putensteak mit Rahm-Champignons, buntem Gemüse und Pommes frites",3.6,0
6638,2020-06-11,Süßkartoffel-Kokos-Soja- Curry mit Tomatenbulgur,1.6,1
6639,2020-06-11,IKM-Russland: Schweineleber in Rahmsoße mit Stampfkartoffeln und Tomatensalat,1.85,0
6730,2020-06-12,"""""""""Borschtsch""""",1.85,0
6731,2020-06-12,"Gefüllte Paprikaschote mit Tomatensoße und Kräuterreis, dazu Gurkensalat",1.85,0
6732,2020-06-12,"Pasta mit Spargel, Tomaten und Cashewkernen, dazu einen Erdbeer-Soja-Schake",1.85,1
6733,2020-06-12,Hähnchenbrust in Knusperpanade mit bunten Gemüse und Pommes frites,2.7,0
6874,2020-06-15,Rote Linsensuppe mit Fladenbrot,1.6,1
6875,2020-06-15,"Bolognese von der Pute aus Altengönna, Ital. Hartkäse, Chili Bandnudeln",2.1,0
6876,2020-06-15,"Schweineschnitzel """"""""Wiener Art"""""""" mit Kaisergemüse und Pommes frites",3.1,0
6877,2020-06-15,"Minestrone, 3 Quarkkäulchen mit Sauerkirsch-Gelee, Zimtzucker und Sahnedip",2.4,1
6915,2020-06-15,Soja-Bolognese mit italienischem Hartkäse und Nudeln,1.6,0
6988,2020-06-16,"3 gekochte Eier in pikanter Senfsoße mit Petersilienkartoffeln, 1 Apfel",1.85,1
6989,2020-06-16,Gebratenes Pangasiusfilet auf buntem Sesam- Glasnudelsalat,3.1,0
6990,2020-06-16,Gemüsepfanne mit Zartweizen und geröstetem Sesam,1.6,1
6991,2020-06-16,"Schweinesteak """"""""Lugano"""""""" mit Tomaten-Schinkenragout gratiniert, Buttererbsen und Crinkle Pommes",3.1,0
7031,2020-06-16,"Schweinesteak """"""""Lugano"""""""" mit Tomaten-Champignonragout gratiniert, Buttererbsen und Crinkle Pommes",2.7,0
7034,2020-06-16,"Gefüllte Paprikaschote mit Tomatensoße und Kräuterreis, dazu Gurkensalat",1.85,0
7152,2020-06-17,Sojasteak mit rotem Zwiebelgemüse und Süßkartoffelpüree,2.1,1
7153,2020-06-17,Putenschnitzel mit Paprika-Maisgemüse und Pommes frites,2.7,0
7154,2020-06-17,"Tomaten-Kräuterrührei mit Bratkartoffeln, dazu Mischsalat",2.1,1
7155,2020-06-17,Weideland-Schafskeule in Rotweinsoße mit Butterbohnen und Semmeknödeln,3.1,0
7296,2020-06-18,"Orientalische Linsen-Kürbis-Birnen-Suppe, dazu ein Vollkornbrötchen",1.6,1
7297,2020-06-18,"Chili con Carne mit Paprika, Rindermett, Mais und Chilibohnen auf Kräuterreis",2.4,0
7298,2020-06-18,Ratsherrengeschnetzeltes mit Buttererbsengemüse und Mandel-Kartoffelbällchen,3.1,0
7299,2020-06-18,"Brokkoli-Nussecke mit Quarkdip und Pommes frites, dazu Kofsalat",2.1,1
7438,2020-06-19,"Tomaten-Cremesuppe, 2 hausgemachte Eierkuchen mit Apfelmus, Zimt-Zucker und Sahnedip",1.6,1
7439,2020-06-19,"Jagdwurstschnitzel mit Tomatensoße, Bio-Spirelli und Weißkohlsalat",2.1,0
7440,2020-06-19,"Hähnchenbruststeak mit Kokos-Curry-Soße, Zuckerschoten und Jasminreis",2.7,0
7441,2020-06-19,"Gemüsefrikadelle mit Soja-Tomaten-Kräuter-Dip, dazu Mischsalat und Pommes frites",2.1,1
7518,2020-06-19,"Chili con Carne mit Paprika, Rindermett, Mais und Chilibohnen auf Kräuterreis",2.4,0
7595,2020-06-22,Kartoffel-Erbseneintopf mit Schweinefleisch und Wiener Wurst,2.1,0
7596,2020-06-22,Pfannengyros vom Schwein mit Tzatziki und Weißkrautsalat an Pommes frites,2.7,0
7597,2020-06-22,"Blumenkohl mit Paprika und Erbsen, dazu Reis mit Kreuzkümmel",1.85,1
7598,2020-06-22,"Putenschnitzel mit Kräuter-Käsesoße auf Radi-Nudeln , dazu Eisbergsalat in Balsamico-Dressing",2.7,0
7638,2020-06-22,"Blumenkohl mit Paprika und Erbsen, dazu Reis mit Kreuzkümmel   }",2.1,1
7639,2020-06-22,"Putenschnitzel mit Kräuter-Käsesoße auf Radi-Nudeln, dazu Eisbergsalat",2.7,0
7663,2020-06-22,Gemüsefrikadelle mit Tomatemsoße und Reis,1.6,1
7722,2020-06-23,Gebratene Gnocchi mit buntem Gemüse,1.6,0
7723,2020-06-23,Seelachsfilet in Knusperpanade auf Senfsoße mit Buttererbsen und Petersilienkartoffeln,2.4,0
7724,2020-06-23,"Putenbruststreifen in Rucolasoße, dazu Bandnudeln mit Tomaten",2.7,0
7725,2020-06-23,Falafel mit Kräuter-Quarkdip an buntem Salat und Fladenbrot,2.7,1
7812,2020-06-23,Gebratene Nudeln mit buntem Gemüse,1.6,0
7881,2020-06-24,Gebratenes Gemüse mit Reis,1.85,1
7882,2020-06-24,Paniertes Schweineschnitzel mit Schwarzwurzel-Gemüse und Kartoffelecken,3.1,0
7883,2020-06-24,"Drei Kartoffeltaschen mit Frischkäse auf Blattspinat, Tomatensalat",2.1,1
7884,2020-06-24,Gebratenes Seelachsfilet mit Kartoffel-Radicchio-Salat und Kräuterbaquette,3.1,0
8002,2020-06-25,Warmer Grießpudding mit Himbeergelee und Zimtzucker,1.6,1
8003,2020-06-25,Hühnerfrikassee mit frischen Champignons und Leipziger Allerlei an Kräuterreis,1.85,0
8004,2020-06-25,"Champignonpfanne an Heichelheimer Kartoffelpuffern, Salatgarnitur",2.7,1
8005,2020-06-25,Rinderschmorbraten in Rotweinsoße mit Bohnengemüse und Semmelknödeln,3.1,0
8051,2020-06-25,Rinderschmorbraten in Rotweinsoße mit Apfelrotkohl und Semmelknödeln,3.1,0
8064,2020-06-25,Kartoffel-Erbseneintopf mit Schweinefleisch,0.9,0
8084,2020-06-25,Spätzle-Pilzpfanne mit Gemüse,1.85,1
8094,2020-06-25,Griechische Hackfleischpfanne mit Reiskornnudeln,1.85,0
8181,2020-06-26,Linsen-Reis-Suppe mit zwei gekochten Eiern,1.6,1
8182,2020-06-26,Putenragout mit frischem Paprika und Wellen-Bandnudeln,2.4,0
8183,2020-06-26,"Kartoffel- Gemüse- Omelett mit Kräuterdip, Obstsalat",2.4,1
8184,2020-06-26,"Schweinesteak """"""""Strindberg"""""""" mit Zwiebel-Senfkruste, Sommergemüse und Pommes frites",3.1,0
8233,2020-06-26,"Kartoffel- Gemüse- Omelett mit Kräuterdip, dazu Gurkensalat",2.1,1
8247,2020-06-26,"Gemüsefrikadelle mit Kräuter-Dip, dazu Mischsalat und Pommes frites",2.1,1
8256,2020-06-26,Rinderschmorbraten in Rotweinsoße mit Bandnudeln,2.7,0
8321,2020-06-29,Chili sin Carne mit Kräuterreis,1.6,1
8322,2020-06-29,Rindfleischpfanne Texasstyle mit Steakhouse Pommes,3.1,0
8323,2020-06-29,Gebackene Mozzarellasticks auf Tomatensoße und Pestonudeln,2.1,0
8324,2020-06-29,Puten-Dönerteller mit Tzatziki und Fladenbrot,3.1,0
8376,2020-06-29,"Rindfleischpfanne """"""""Texasstyle"""""""" mit Steakhouse Pommes",3.1,0
8465,2020-06-30,"Wokgemüse mit Thai Chili Sauce, frischem Koriander und Mienudeln",1.85,1
8466,2020-06-30,Chicken-Curry mit Basmatireis,3.1,0
8467,2020-06-30,Geschmorte Champignons mit Lauchzwiebeln und Tzatziki an Kartoffelröstitalern,2.1,1
8468,2020-06-30,"Rostbraten """"""""Wiener Art"""""""" in pikanter Gurken-Senfsoße mit Butterbohnen und Kroketten",3.6,0
8537,2020-06-30,Linsen-Reis-Suppe mit Fladenbrot,1.6,1
8539,2020-06-30,Schweinesteak Tomate-Mozzarella mit Wellenbandnudeln und Tomatensoße,2.1,0
8606,2020-07-01,Gemüsecurry in scharfer Kokossoße mit Couscous,1.6,1
8607,2020-07-01,"Wildschweinragout mit Birnen, Rosenkohl und Klößen",4.1,1
8608,2020-07-01,Gnocchipfanne mit mediterranem Gemüse in Basilikumpesto,2.1,0
8609,2020-07-01,"Schweinesteak mit Kräuterbutter, Gemüse-Sombrero und Wedges Kartoffeln",3.1,0
8685,2020-07-01,Chili sin Carne mit Kräuterreis,1.6,1
8761,2020-07-02,"Kichererbsen- Tomaten- Eintopf mit Pinienkernen, dazu eine Vollkorn-Brotscheibe",1.6,1
